cpd,km,protein,rsq,vmax
S2534,0.26,BM3 Heme A82F/F87V,0.16,1.52
S2538,0.05,BM3 Heme A82F/F87V,0.19,0.27
S2545,0.05,BM3 Heme A82F/F87V,0.67,0.15
S2551,0.8,BM3 Heme A82F/F87V,0.38,3.21
S2556,0.05,BM3 Heme A82F/F87V,0.18,0.26
S2561,0.11,BM3 Heme A82F/F87V,0.75,0.0
S2567,0.08,BM3 Heme A82F/F87V,0.07,0.62
S2484,0.02,BM3 Heme A82F/F87V,0.26,0.0
S2489,0.06,BM3 Heme A82F/F87V,0.31,0.0
S2494,0.05,BM3 Heme A82F/F87V,0.09,0.38
S2499,0.02,BM3 Heme A82F/F87V,0.49,0.06
S2504,0.28,BM3 Heme A82F/F87V,0.24,1.2
S2509,0.11,BM3 Heme A82F/F87V,0.92,0.0
S2516,1.78,BM3 Heme A82F/F87V,0.36,7.65
S2522,0.01,BM3 Heme A82F/F87V,0.28,0.0
S2528,0.09,BM3 Heme A82F/F87V,0.95,0.21
S2535,0.02,BM3 Heme A82F/F87V,0.63,0.0
S2541,0.03,BM3 Heme A82F/F87V,0.25,0.12
S2547,0.09,BM3 Heme A82F/F87V,0.55,0.29
S2552,0.33,BM3 Heme A82F/F87V,0.27,1.35
S2557,0.02,BM3 Heme A82F/F87V,0.34,0.06
S2564,0.1,BM3 Heme A82F/F87V,0.96,0.0
S2569,0.02,BM3 Heme A82F/F87V,0.19,0.1
S2485,0.02,BM3 Heme A82F/F87V,0.63,0.0
S2491,0.57,BM3 Heme A82F/F87V,0.23,2.9
S2495,0.02,BM3 Heme A82F/F87V,0.72,0.0
S2500,0.05,BM3 Heme A82F/F87V,0.94,0.11
S2505,0.01,BM3 Heme A82F/F87V,0.42,0.05
S2510,0.01,BM3 Heme A82F/F87V,0.57,0.0
S2517,0.01,BM3 Heme A82F/F87V,0.62,0.04
S2524,0.43,BM3 Heme A82F/F87V,0.24,1.87
S2529,0.03,BM3 Heme A82F/F87V,0.21,0.15
S2536,0.41,BM3 Heme A82F/F87V,0.24,1.91
S2542,0.55,BM3 Heme A82F/F87V,0.17,3.36
S2549,0.09,BM3 Heme A82F/F87V,0.5,0.13
S2553,0.04,BM3 Heme A82F/F87V,0.71,0.1
S2559,0.04,BM3 Heme A82F/F87V,0.39,0.14
S2565,0.1,BM3 Heme A82F/F87V,0.81,0.26
S2570,0.01,BM3 Heme A82F/F87V,0.52,0.03
S2486,0.03,BM3 Heme A82F/F87V,0.59,0.0
S2492,0.01,BM3 Heme A82F/F87V,0.65,0.0
S2496,0.02,BM3 Heme A82F/F87V,0.32,0.0
S2502,0.02,BM3 Heme A82F/F87V,0.2,0.09
S2506,0.02,BM3 Heme A82F/F87V,0.35,0.07
S2512,0.1,BM3 Heme A82F/F87V,0.77,0.17
S2519,0.55,BM3 Heme A82F/F87V,0.27,2.6
S2525,0.41,BM3 Heme A82F/F87V,0.18,2.25
S2533,0.16,BM3 Heme A82F/F87V,0.44,0.57
S2537,0.02,BM3 Heme A82F/F87V,0.38,0.07
S2543,0.05,BM3 Heme A82F/F87V,0.3,0.0
S2550,0.18,BM3 Heme A82F/F87V,0.4,0.64
S2555,1.42,BM3 Heme A82F/F87V,0.44,5.21
S2560,0.03,BM3 Heme A82F/F87V,0.32,0.13
S2566,0.06,BM3 Heme A82F/F87V,0.71,0.0
S2573,0.02,BM3 Heme A82F/F87V,0.19,0.0
S1005,0.01,BM3 Heme WT,0.61,0.03
S1021,0.1,BM3 Heme WT,0.18,0.56
S1028,0.1,BM3 Heme WT,0.82,0.0
S1039,0.12,BM3 Heme WT,0.23,0.52
S1046,0.01,BM3 Heme WT,0.36,0.0
S1082,0.19,BM3 Heme WT,0.19,1.01
S1144,0.15,BM3 Heme WT,0.18,0.79
S1166,0.03,BM3 Heme WT,0.32,0.11
S1188,0.01,BM3 Heme WT,0.67,0.04
S1193,0.02,BM3 Heme WT,0.24,0.0
S1199,0.03,BM3 Heme WT,0.21,0.0
S1206,0.14,BM3 Heme WT,0.91,0.0
S1212,0.01,BM3 Heme WT,0.38,0.03
S1221,0.04,BM3 Heme WT,0.47,0.14
S1225,0.02,BM3 Heme WT,0.34,0.08
S1231,2.19,BM3 Heme WT,0.43,8.43
S1011,0.15,BM3 Heme WT,0.51,0.53
S1023,0.08,BM3 Heme WT,0.28,0.0
S1029,0.02,BM3 Heme WT,0.38,0.0
S1040,0.22,BM3 Heme WT,0.2,1.13
S1047,0.1,BM3 Heme WT,0.91,0.22
S1119,0.23,BM3 Heme WT,0.22,1.04
S1148,0.07,BM3 Heme WT,0.72,0.0
S1168,0.02,BM3 Heme WT,0.83,0.0
S1189,0.1,BM3 Heme WT,0.15,0.56
S1196,0.01,BM3 Heme WT,0.6,0.03
S1200,0.01,BM3 Heme WT,0.13,0.08
S1208,0.48,BM3 Heme WT,0.23,2.42
S1213,0.1,BM3 Heme WT,0.89,0.25
S1222,0.02,BM3 Heme WT,0.41,0.04
S1227,0.57,BM3 Heme WT,0.23,2.88
S1233,0.02,BM3 Heme WT,0.53,0.0
S1013,0.02,BM3 Heme WT,0.41,0.0
S1025,0.03,BM3 Heme WT,0.36,0.0
S1033,0.04,BM3 Heme WT,0.65,0.0
S1042,3.19,BM3 Heme WT,0.53,10.78
S1064,0.23,BM3 Heme WT,0.4,0.92
S1120,0.24,BM3 Heme WT,0.33,1.06
S1150,0.25,BM3 Heme WT,0.21,1.24
S1178,0.53,BM3 Heme WT,0.34,2.25
S1190,0.12,BM3 Heme WT,0.96,0.28
S1197,0.12,BM3 Heme WT,0.96,0.28
S1202,0.03,BM3 Heme WT,0.2,0.15
S1209,0.03,BM3 Heme WT,0.46,0.0
S1214,0.02,BM3 Heme WT,0.37,0.1
S1223,0.49,BM3 Heme WT,0.23,2.49
S1228,0.33,BM3 Heme WT,0.26,1.54
S1235,0.03,BM3 Heme WT,0.27,0.0
S1014,0.17,BM3 Heme WT,0.13,1.08
S1026,0.02,BM3 Heme WT,0.14,0.12
S1035,0.05,BM3 Heme WT,0.13,0.26
S1044,0.05,BM3 Heme WT,0.11,0.31
S1068,0.21,BM3 Heme WT,0.75,0.59
S1137,0.04,BM3 Heme WT,0.47,0.0
S1156,0.02,BM3 Heme WT,0.31,0.07
S1185,0.81,BM3 Heme WT,0.34,3.4
S1191,0.12,BM3 Heme WT,0.25,0.55
S1198,0.45,BM3 Heme WT,0.27,2.05
S1204,0.01,BM3 Heme WT,0.47,0.0
S1210,0.8,BM3 Heme WT,0.33,3.49
S1218,0.02,BM3 Heme WT,0.82,0.05
S1224,0.04,BM3 Heme WT,0.21,0.0
S1229,0.01,BM3 Heme WT,0.5,0.04
S1237,0.02,BM3 Heme WT,0.42,0.0
S2574,0.01,BM3 Heme WT,0.56,0.03
S2581,0.01,BM3 Heme WT,0.31,0.06
S2586,0.03,BM3 Heme WT,0.57,0.08
S2594,0.02,BM3 Heme WT,0.65,0.07
S2602,0.02,BM3 Heme WT,0.4,0.09
S2576,0.01,BM3 Heme WT,0.32,0.0
S2583,0.04,BM3 Heme WT,0.89,0.09
S2589,0.02,BM3 Heme WT,0.16,0.0
S2596,0.37,BM3 Heme WT,0.25,1.65
S2603,0.01,BM3 Heme WT,0.55,0.04
S2577,0.01,BM3 Heme WT,0.43,0.02
S2584,0.35,BM3 Heme WT,0.26,1.62
S2590,0.01,BM3 Heme WT,0.64,0.03
S2599,0.08,BM3 Heme WT,0.18,0.38
S2579,4.92,BM3 Heme WT,0.62,13.43
S2585,0.02,BM3 Heme WT,0.44,0.0
S2593,0.2,BM3 Heme WT,0.19,1.01
S2601,0.03,BM3 Heme WT,0.33,0.09
S3149,0.17,BM3 Heme WT,0.2,0.84
S3155,0.11,BM3 Heme WT,0.82,0.0
S3163,0.1,BM3 Heme WT,0.85,0.0
S3173,0.01,BM3 Heme WT,0.16,0.0
S3179,0.1,BM3 Heme WT,0.8,0.0
S3186,0.11,BM3 Heme WT,0.9,0.27
S3196,0.02,BM3 Heme WT,0.42,0.0
S3202,0.03,BM3 Heme WT,0.4,0.09
S3212,0.02,BM3 Heme WT,0.32,0.06
S4007,0.01,BM3 Heme WT,0.76,0.0
S4012,0.04,BM3 Heme WT,0.36,0.13
S4017,0.04,BM3 Heme WT,0.49,0.0
S4022,0.01,BM3 Heme WT,0.27,0.0
S4026,0.02,BM3 Heme WT,0.33,0.06
S4035,0.02,BM3 Heme WT,0.13,0.11
S4040,0.03,BM3 Heme WT,0.33,0.0
S3150,0.11,BM3 Heme WT,0.83,0.29
S3160,0.12,BM3 Heme WT,0.22,0.58
S3167,0.71,BM3 Heme WT,0.3,3.28
S3175,0.04,BM3 Heme WT,0.31,0.0
S3181,0.1,BM3 Heme WT,0.78,0.29
S3188,0.12,BM3 Heme WT,0.89,0.28
S3199,0.02,BM3 Heme WT,0.56,0.0
S3204,0.03,BM3 Heme WT,0.16,0.0
S4000,0.25,BM3 Heme WT,0.14,1.49
S4009,0.03,BM3 Heme WT,0.49,0.0
S4014,0.1,BM3 Heme WT,0.84,0.25
S4019,0.38,BM3 Heme WT,0.14,2.39
S4023,0.1,BM3 Heme WT,0.74,0.29
S4027,0.02,BM3 Heme WT,0.34,0.0
S4037,0.09,BM3 Heme WT,0.75,0.27
S4041,2.25,BM3 Heme WT,0.44,8.52
S3151,0.1,BM3 Heme WT,0.14,0.57
S3161,0.43,BM3 Heme WT,0.22,2.22
S3170,0.01,BM3 Heme WT,0.39,0.0
S3176,0.01,BM3 Heme WT,0.42,0.04
S3183,0.13,BM3 Heme WT,0.95,0.0
S3189,0.02,BM3 Heme WT,0.17,0.13
S3200,0.04,BM3 Heme WT,0.59,0.0
S3208,0.02,BM3 Heme WT,0.29,0.09
S4003,0.1,BM3 Heme WT,0.14,0.58
S4010,0.02,BM3 Heme WT,0.44,0.0
S4015,0.01,BM3 Heme WT,0.12,0.09
S4020,0.01,BM3 Heme WT,0.45,0.03
S4024,0.03,BM3 Heme WT,0.71,0.1
S4031,0.02,BM3 Heme WT,0.48,0.0
S4038,0.03,BM3 Heme WT,0.59,0.1
S4042,0.01,BM3 Heme WT,0.15,0.05
S3154,0.38,BM3 Heme WT,0.19,2.08
S3162,0.01,BM3 Heme WT,0.28,0.0
S3172,0.03,BM3 Heme WT,0.18,0.17
S3178,0.01,BM3 Heme WT,0.34,0.03
S3185,0.11,BM3 Heme WT,0.22,0.53
S3195,0.14,BM3 Heme WT,0.83,0.34
S3201,0.22,BM3 Heme WT,0.13,1.4
S3209,0.03,BM3 Heme WT,0.63,0.07
S4004,0.02,BM3 Heme WT,0.62,0.07
S4011,0.01,BM3 Heme WT,0.24,0.06
S4016,0.02,BM3 Heme WT,0.37,0.0
S4021,0.78,BM3 Heme WT,0.34,3.2
S4025,0.03,BM3 Heme WT,0.34,0.0
S4034,0.03,BM3 Heme WT,0.39,0.11
S4039,0.02,BM3 Heme WT,0.69,0.0
S4043,0.14,BM3 Heme WT,0.99,0.29
S4044,0.18,BM3 Heme WT,0.35,0.71
S4048,0.09,BM3 Heme WT,0.87,0.0
S4053,0.14,BM3 Heme WT,0.44,0.51
S4058,0.01,BM3 Heme WT,0.42,0.0
S4063,0.22,BM3 Heme WT,0.49,0.76
S4070,0.08,BM3 Heme WT,0.88,0.0
S4075,0.1,BM3 Heme WT,0.85,0.0
S4079,0.07,BM3 Heme WT,0.12,0.43
S4084,0.27,BM3 Heme WT,0.23,1.3
S4089,0.03,BM3 Heme WT,0.94,0.0
S4096,0.01,BM3 Heme WT,0.27,0.03
S4101,0.05,BM3 Heme WT,0.16,0.27
S4106,0.37,BM3 Heme WT,0.34,1.42
S4116,0.02,BM3 Heme WT,0.31,0.0
S4132,0.09,BM3 Heme WT,0.8,0.0
S4144,0.02,BM3 Heme WT,0.47,0.0
S4045,0.03,BM3 Heme WT,0.4,0.0
S4049,0.02,BM3 Heme WT,0.44,0.0
S4054,0.07,BM3 Heme WT,0.23,0.33
S4059,0.04,BM3 Heme WT,0.53,0.0
S4064,0.11,BM3 Heme WT,0.85,0.29
S4072,0.01,BM3 Heme WT,0.4,0.03
S4076,0.45,BM3 Heme WT,0.23,2.22
S4080,0.11,BM3 Heme WT,0.18,0.62
S4085,0.02,BM3 Heme WT,0.17,0.0
S4090,0.02,BM3 Heme WT,0.3,0.07
S4097,0.35,BM3 Heme WT,0.22,1.73
S4102,0.04,BM3 Heme WT,0.25,0.19
S4107,0.14,BM3 Heme WT,0.33,0.58
S4120,0.01,BM3 Heme WT,0.1,0.1
S4135,0.1,BM3 Heme WT,0.88,0.25
S4146,0.02,BM3 Heme WT,0.46,0.0
S4046,0.04,BM3 Heme WT,0.31,0.18
S4050,0.02,BM3 Heme WT,0.61,0.0
S4056,0.02,BM3 Heme WT,0.43,0.05
S4060,0.02,BM3 Heme WT,0.28,0.0
S4065,0.16,BM3 Heme WT,0.95,0.36
S4073,0.03,BM3 Heme WT,0.31,0.0
S4077,0.02,BM3 Heme WT,0.3,0.0
S4081,0.03,BM3 Heme WT,0.46,0.08
S4086,0.07,BM3 Heme WT,0.19,0.36
S4092,0.03,BM3 Heme WT,0.43,0.0
S4099,0.03,BM3 Heme WT,0.26,0.1
S4104,0.23,BM3 Heme WT,0.22,0.97
S4111,0.03,BM3 Heme WT,0.33,0.0
S4122,0.25,BM3 Heme WT,0.19,1.32
S4136,1.22,BM3 Heme WT,0.38,4.96
S4147,0.33,BM3 Heme WT,0.36,1.27
S4047,0.06,BM3 Heme WT,0.09,0.44
S4051,0.03,BM3 Heme WT,0.41,0.0
S4057,0.01,BM3 Heme WT,0.64,0.01
S4062,0.03,BM3 Heme WT,0.27,0.0
S4068,0.03,BM3 Heme WT,0.49,0.12
S4074,0.03,BM3 Heme WT,0.59,0.07
S4078,0.02,BM3 Heme WT,0.41,0.0
S4082,0.02,BM3 Heme WT,0.29,0.1
S4088,0.02,BM3 Heme WT,0.32,0.07
S4095,0.03,BM3 Heme WT,0.48,0.07
S4100,3.45,BM3 Heme WT,0.55,10.87
S4105,0.02,BM3 Heme WT,0.44,0.0
S4114,0.01,BM3 Heme WT,0.25,0.05
S4128,0.57,BM3 Heme WT,0.24,2.78
S4138,0.02,BM3 Heme WT,0.31,0.09
S4148,0.08,BM3 Heme WT,0.34,0.28
S4149,0.1,BM3 Heme WT,0.95,0.0
S4159,0.01,BM3 Heme WT,0.56,0.04
S4164,0.09,BM3 Heme WT,0.94,0.0
S4169,0.06,BM3 Heme WT,0.13,0.38
S4173,0.02,BM3 Heme WT,0.4,0.09
S4178,0.09,BM3 Heme WT,0.95,0.0
S4184,0.03,BM3 Heme WT,0.59,0.07
S4188,0.1,BM3 Heme WT,0.86,0.0
S4192,0.18,BM3 Heme WT,0.11,1.23
S4197,0.01,BM3 Heme WT,0.49,0.04
S4201,0.03,BM3 Heme WT,0.44,0.08
S4206,0.01,BM3 Heme WT,0.3,0.0
S4210,0.04,BM3 Heme WT,0.31,0.0
S4216,0.56,BM3 Heme WT,0.22,2.91
S4221,0.26,BM3 Heme WT,0.22,1.31
S4227,0.11,BM3 Heme WT,0.24,0.48
S4151,0.02,BM3 Heme WT,0.51,0.0
S4160,0.02,BM3 Heme WT,0.29,0.0
S4165,0.03,BM3 Heme WT,0.39,0.0
S4170,0.07,BM3 Heme WT,0.08,0.51
S4175,0.05,BM3 Heme WT,0.45,0.0
S4179,0.04,BM3 Heme WT,0.35,0.0
S4185,0.1,BM3 Heme WT,0.22,0.49
S4189,0.03,BM3 Heme WT,0.22,0.0
S4194,0.02,BM3 Heme WT,0.54,0.0
S4198,0.02,BM3 Heme WT,0.47,0.07
S4203,0.04,BM3 Heme WT,0.22,0.18
S4207,0.03,BM3 Heme WT,0.62,0.0
S4211,0.03,BM3 Heme WT,0.36,0.0
S4217,0.76,BM3 Heme WT,0.32,3.3
S4222,0.03,BM3 Heme WT,0.42,0.0
S4228,0.02,BM3 Heme WT,0.37,0.0
S4152,0.02,BM3 Heme WT,0.45,0.0
S4161,0.02,BM3 Heme WT,0.55,0.05
S4166,0.08,BM3 Heme WT,0.43,0.26
S4171,0.02,BM3 Heme WT,0.21,0.0
S4176,0.12,BM3 Heme WT,0.2,0.51
S4181,0.03,BM3 Heme WT,0.53,0.09
S4186,0.02,BM3 Heme WT,0.25,0.08
S4190,0.01,BM3 Heme WT,0.27,0.05
S4195,0.02,BM3 Heme WT,0.28,0.0
S4199,0.04,BM3 Heme WT,0.81,0.0
S4204,0.01,BM3 Heme WT,0.21,0.04
S4208,0.05,BM3 Heme WT,0.56,0.16
S4213,0.02,BM3 Heme WT,0.47,0.06
S4219,0.01,BM3 Heme WT,0.34,0.06
S4223,0.09,BM3 Heme WT,0.23,0.42
S4229,0.02,BM3 Heme WT,0.47,0.06
S4155,0.06,BM3 Heme WT,0.06,0.53
S4162,0.03,BM3 Heme WT,0.5,0.0
S4167,0.01,BM3 Heme WT,0.4,0.02
S4172,0.03,BM3 Heme WT,0.49,0.09
S4177,0.02,BM3 Heme WT,0.43,0.05
S4182,0.63,BM3 Heme WT,0.3,2.67
S4187,0.03,BM3 Heme WT,0.47,0.09
S4191,0.14,BM3 Heme WT,0.86,0.34
S4196,0.02,BM3 Heme WT,0.44,0.06
S4200,0.02,BM3 Heme WT,0.19,0.11
S4205,0.02,BM3 Heme WT,0.28,0.09
S4209,0.03,BM3 Heme WT,0.42,0.12
S4214,0.04,BM3 Heme WT,0.25,0.18
S4220,0.02,BM3 Heme WT,0.27,0.09
S4225,0.03,BM3 Heme WT,0.29,0.09
S4230,0.1,BM3 Heme WT,0.18,0.45
S4231,0.1,BM3 Heme WT,0.97,0.0
S4237,0.01,BM3 Heme WT,0.7,0.0
S4242,0.09,BM3 Heme WT,0.92,0.0
S4269,0.1,BM3 Heme WT,0.96,0.0
S4295,0.09,BM3 Heme WT,0.97,0.0
S4308,0.02,BM3 Heme WT,0.33,0.08
S4321,0.01,BM3 Heme WT,0.57,0.0
S4330,0.05,BM3 Heme WT,0.59,0.18
S4336,0.01,BM3 Heme WT,0.47,0.0
S4342,0.05,BM3 Heme WT,0.8,0.13
S4349,0.08,BM3 Heme WT,0.87,0.0
S4358,0.09,BM3 Heme WT,0.9,0.12
S4363,0.09,BM3 Heme WT,0.84,0.22
S4370,0.09,BM3 Heme WT,0.94,0.2
S4374,0.01,BM3 Heme WT,0.54,0.04
S4381,0.01,BM3 Heme WT,0.17,0.05
S4232,1.05,BM3 Heme WT,0.35,4.33
S4238,0.02,BM3 Heme WT,0.35,0.0
S4243,0.04,BM3 Heme WT,0.4,0.0
S4274,0.02,BM3 Heme WT,0.22,0.0
S4297,0.02,BM3 Heme WT,0.23,0.0
S4311,0.15,BM3 Heme WT,0.99,0.22
S4322,0.04,BM3 Heme WT,0.42,0.0
S4333,0.01,BM3 Heme WT,0.11,0.0
S4339,0.03,BM3 Heme WT,0.39,0.0
S4343,0.02,BM3 Heme WT,0.18,0.0
S4351,0.03,BM3 Heme WT,0.15,0.0
S4359,0.02,BM3 Heme WT,0.23,0.0
S4364,0.02,BM3 Heme WT,0.4,0.08
S4371,0.01,BM3 Heme WT,0.2,0.0
S4375,0.02,BM3 Heme WT,0.29,0.1
S4382,0.0,BM3 Heme WT,0.31,0.0
S4233,0.01,BM3 Heme WT,0.59,0.02
S4239,0.04,BM3 Heme WT,0.7,0.0
S4244,0.02,BM3 Heme WT,0.53,0.05
S4282,0.04,BM3 Heme WT,0.64,0.0
S4303,0.14,BM3 Heme WT,0.98,0.0
S4312,0.02,BM3 Heme WT,0.34,0.06
S4326,0.02,BM3 Heme WT,0.19,0.1
S4334,0.02,BM3 Heme WT,0.39,0.07
S4340,0.01,BM3 Heme WT,0.27,0.05
S4345,0.02,BM3 Heme WT,0.43,0.06
S4353,0.02,BM3 Heme WT,0.56,0.05
S4360,0.02,BM3 Heme WT,0.32,0.0
S4365,0.01,BM3 Heme WT,0.21,0.04
S4372,0.02,BM3 Heme WT,0.41,0.1
S4376,0.01,BM3 Heme WT,0.31,0.04
S4384,0.02,BM3 Heme WT,0.31,0.0
S4235,0.02,BM3 Heme WT,0.57,0.07
S4240,0.02,BM3 Heme WT,0.37,0.09
S4245,0.12,BM3 Heme WT,0.99,0.0
S4285,0.02,BM3 Heme WT,0.77,0.0
S4305,0.12,BM3 Heme WT,0.94,0.0
S4314,0.1,BM3 Heme WT,0.95,0.13
S4327,0.13,BM3 Heme WT,0.97,0.29
S4335,0.01,BM3 Heme WT,0.21,0.07
S4341,0.01,BM3 Heme WT,0.3,0.0
S4348,0.13,BM3 Heme WT,0.98,0.0
S4357,0.02,BM3 Heme WT,0.34,0.07
S4362,0.01,BM3 Heme WT,0.46,0.0
S4368,0.13,BM3 Heme WT,0.87,0.3
S4373,0.02,BM3 Heme WT,0.39,0.07
S4377,0.04,BM3 Heme WT,0.59,0.09
S4385,0.01,BM3 Heme WT,0.42,0.04
S4386,0.01,BM3 Heme WT,0.22,0.03
S4394,0.01,BM3 Heme WT,0.65,0.03
S4402,0.3,BM3 Heme WT,0.19,1.6
S4414,0.02,BM3 Heme WT,0.53,0.0
S5003,0.01,BM3 Heme WT,0.33,0.0
S4389,0.01,BM3 Heme WT,0.34,0.04
S4397,0.01,BM3 Heme WT,0.51,0.05
S4404,0.08,BM3 Heme WT,0.16,0.49
S4416,0.46,BM3 Heme WT,0.21,2.46
S5004,0.02,BM3 Heme WT,0.8,0.0
S4390,0.05,BM3 Heme WT,0.25,0.2
S4398,0.88,BM3 Heme WT,0.27,4.34
S4407,0.01,BM3 Heme WT,0.63,0.02
S4505,0.01,BM3 Heme WT,0.75,0.04
S4391,0.01,BM3 Heme WT,0.33,0.0
S4401,0.38,BM3 Heme WT,0.26,1.8
S4408,0.24,BM3 Heme WT,0.2,1.2
S5001,0.02,BM3 Heme WT,0.4,0.0
S1241,0.11,BM3 Heme WT,0.94,0.0
S1251,0.04,BM3 Heme WT,0.48,0.11
S1257,0.04,BM3 Heme WT,0.38,0.12
S1261,0.1,BM3 Heme WT,0.15,0.58
S1278,0.12,BM3 Heme WT,0.94,0.0
S1283,0.03,BM3 Heme WT,0.6,0.08
S1288,0.04,BM3 Heme WT,0.29,0.16
S1294,0.01,BM3 Heme WT,0.35,0.0
S1304,0.02,BM3 Heme WT,0.36,0.0
S1324,0.24,BM3 Heme WT,0.33,1.02
S1330,0.02,BM3 Heme WT,0.34,0.07
S1336,0.02,BM3 Heme WT,0.49,0.09
S1351,0.17,BM3 Heme WT,0.87,0.44
S1357,0.12,BM3 Heme WT,0.95,0.0
S1374,0.23,BM3 Heme WT,0.47,0.84
S1379,0.13,BM3 Heme WT,0.22,0.65
S1243,0.09,BM3 Heme WT,0.9,0.18
S1252,0.03,BM3 Heme WT,0.29,0.12
S1258,0.03,BM3 Heme WT,0.22,0.0
S1267,0.05,BM3 Heme WT,0.23,0.0
S1280,0.1,BM3 Heme WT,0.76,0.29
S1284,0.05,BM3 Heme WT,0.76,0.05
S1289,0.42,BM3 Heme WT,0.27,1.94
S1299,0.01,BM3 Heme WT,0.32,0.04
S1305,0.04,BM3 Heme WT,0.21,0.21
S1326,0.01,BM3 Heme WT,0.13,0.0
S1331,0.09,BM3 Heme WT,0.93,0.21
S1340,0.12,BM3 Heme WT,0.88,0.3
S1353,0.1,BM3 Heme WT,0.7,0.0
S1358,0.39,BM3 Heme WT,0.2,2.12
S1376,0.11,BM3 Heme WT,0.86,0.27
S1380,0.38,BM3 Heme WT,0.3,1.64
S1247,0.03,BM3 Heme WT,0.67,0.0
S1255,0.57,BM3 Heme WT,0.28,2.7
S1259,0.03,BM3 Heme WT,0.49,0.0
S1271,0.03,BM3 Heme WT,0.54,0.0
S1281,0.02,BM3 Heme WT,0.34,0.08
S1286,0.02,BM3 Heme WT,0.5,0.0
S1291,0.02,BM3 Heme WT,0.23,0.08
S1300,0.17,BM3 Heme WT,0.79,0.4
S1312,0.02,BM3 Heme WT,0.1,0.0
S1328,0.01,BM3 Heme WT,0.15,0.06
S1332,0.01,BM3 Heme WT,0.46,0.0
S1342,0.18,BM3 Heme WT,0.12,1.25
S1354,0.03,BM3 Heme WT,0.47,0.1
S1359,0.05,BM3 Heme WT,0.36,0.17
S1377,0.09,BM3 Heme WT,0.12,0.59
S1381,0.1,BM3 Heme WT,0.2,0.46
S1250,0.21,BM3 Heme WT,0.32,0.88
S1256,0.03,BM3 Heme WT,0.43,0.0
S1260,0.16,BM3 Heme WT,0.12,1.05
S1276,0.02,BM3 Heme WT,0.39,0.07
S1282,0.13,BM3 Heme WT,0.91,0.0
S1287,0.01,BM3 Heme WT,0.43,0.04
S1293,0.96,BM3 Heme WT,0.33,4.05
S1302,0.01,BM3 Heme WT,0.15,0.07
S1322,0.01,BM3 Heme WT,0.72,0.02
S1329,0.02,BM3 Heme WT,0.16,0.09
S1333,0.07,BM3 Heme WT,0.38,0.22
S1344,0.16,BM3 Heme WT,0.95,0.0
S1356,0.16,BM3 Heme WT,0.92,0.0
S1368,1.28,BM3 Heme WT,0.4,5.31
S1378,0.16,BM3 Heme WT,0.87,0.0
S1382,0.02,BM3 Heme WT,0.13,0.15
S1385,0.13,BM3 Heme WT,0.14,0.8
S1391,0.03,BM3 Heme WT,0.35,0.12
S1398,0.01,BM3 Heme WT,0.21,0.0
S1404,0.02,BM3 Heme WT,0.24,0.07
S1409,0.01,BM3 Heme WT,0.3,0.0
S1430,0.01,BM3 Heme WT,0.49,0.0
S1437,0.19,BM3 Heme WT,0.71,0.54
S1442,0.1,BM3 Heme WT,0.96,0.0
S1457,0.01,BM3 Heme WT,0.62,0.0
S1467,0.05,BM3 Heme WT,0.16,0.27
S1490,0.07,BM3 Heme WT,0.2,0.35
S1501,0.04,BM3 Heme WT,0.7,0.11
S1508,0.01,BM3 Heme WT,0.16,0.06
S1538,0.09,BM3 Heme WT,0.18,0.49
S1550,0.16,BM3 Heme WT,0.09,1.23
S1578,0.12,BM3 Heme WT,0.94,0.0
S1386,0.21,BM3 Heme WT,0.21,1.04
S1394,0.06,BM3 Heme WT,0.42,0.0
S1400,0.09,BM3 Heme WT,0.36,0.0
S1405,0.03,BM3 Heme WT,0.37,0.0
S1415,0.05,BM3 Heme WT,0.29,0.21
S1431,0.11,BM3 Heme WT,0.88,0.26
S1438,0.01,BM3 Heme WT,0.4,0.0
S1443,0.1,BM3 Heme WT,0.77,0.25
S1464,0.06,BM3 Heme WT,0.23,0.26
S1468,0.06,BM3 Heme WT,0.26,0.24
S1491,0.1,BM3 Heme WT,0.77,0.0
S1502,0.04,BM3 Heme WT,0.32,0.0
S1512,0.11,BM3 Heme WT,0.14,0.71
S1540,0.04,BM3 Heme WT,0.28,0.16
S1567,0.7,BM3 Heme WT,0.3,2.99
S1593,0.12,BM3 Heme WT,0.84,0.28
S1389,0.09,BM3 Heme WT,0.24,0.37
S1396,0.03,BM3 Heme WT,0.33,0.0
S1401,0.03,BM3 Heme WT,0.22,0.0
S1407,0.03,BM3 Heme WT,0.22,0.0
S1425,0.02,BM3 Heme WT,0.16,0.12
S1432,0.16,BM3 Heme WT,0.78,0.17
S1439,0.18,BM3 Heme WT,0.75,0.5
S1444,0.14,BM3 Heme WT,0.23,0.66
S1465,0.12,BM3 Heme WT,0.22,0.55
S1483,0.13,BM3 Heme WT,0.91,0.3
S1497,0.36,BM3 Heme WT,0.27,1.6
S1504,0.06,BM3 Heme WT,0.66,0.17
S1514,0.05,BM3 Heme WT,0.65,0.0
S1547,0.03,BM3 Heme WT,0.36,0.0
S1569,0.94,BM3 Heme WT,0.43,3.67
S1601,0.19,BM3 Heme WT,0.17,0.97
S1390,0.01,BM3 Heme WT,0.37,0.03
S1397,0.16,BM3 Heme WT,0.75,0.0
S1403,0.42,BM3 Heme WT,0.29,1.8
S1408,0.04,BM3 Heme WT,0.55,0.0
